,epoch,loop,f1,roc_auc,accuracy
0,0,train,0.3474342105263158,0.5105756578947369,0.3474342105263158
1,0,validation,0.3655753968253968,0.5241815476190477,0.3655753968253968
2,1,train,0.3350657894736842,0.5012993421052632,0.3350657894736842
3,1,validation,0.3126653439153439,0.4844990079365079,0.3126653439153439
4,2,train,0.32078947368421057,0.49059210526315794,0.32078947368421057
5,2,validation,0.32837301587301587,0.4962797619047619,0.32837301587301587
6,3,train,0.31605263157894736,0.4870394736842105,0.31605263157894736
7,3,validation,0.2524801587301587,0.43936011904761907,0.2524801587301587
8,4,train,0.3388815789473684,0.5041611842105264,0.3388815789473684
9,4,validation,0.26932743182743185,0.4517609126984127,0.2680224867724868
10,-1,test,0.31646825396825395,0.48735119047619047,0.31646825396825395
